5 Minutes,Flow (Veh/5 Minutes)
5-31-2021 1:30,19
5-31-2021 1:34,20
5-31-2021 1:39,19
5-31-2021 1:45,21
5-31-2021 1:50,23
5-31-2021 1:54,23
5-31-2021 1:59,21
5-31-2021 2:05,19
5-31-2021 2:10,19
5-31-2021 2:15,20
5-31-2021 2:19,16
5-31-2021 2:24,17
5-31-2021 2:30,16
5-31-2021 2:35,18
5-31-2021 2:39,12
5-31-2021 2:44,21
5-31-2021 2:50,22
5-31-2021 2:55,13
5-31-2021 3:00,19
5-31-2021 3:04,20
5-31-2021 3:09,14
5-31-2021 3:15,15
5-31-2021 3:20,14
5-31-2021 3:24,19
5-31-2021 3:29,18
5-31-2021 3:35,17
5-31-2021 3:40,17
5-31-2021 3:45,15
5-31-2021 3:49,13
5-31-2021 3:54,12
5-31-2021 4:00,15
5-31-2021 4:05,15
5-31-2021 4:09,15
5-31-2021 4:14,17
5-31-2021 4:20,17
5-31-2021 4:25,21
5-31-2021 4:30,14
5-31-2021 4:34,18
5-31-2021 4:39,16
5-31-2021 4:45,20
5-31-2021 4:50,16
5-31-2021 4:54,17
5-31-2021 4:59,19
5-31-2021 5:05,17
5-31-2021 5:10,20
5-31-2021 5:15,20
5-31-2021 5:19,20
5-31-2021 5:24,20
5-31-2021 5:30,26
5-31-2021 5:35,23
5-31-2021 5:39,27
5-31-2021 5:44,26
5-31-2021 5:50,20
5-31-2021 5:55,21
5-31-2021 6:00,19
5-31-2021 6:04,33
5-31-2021 6:09,25
5-31-2021 6:15,41
5-31-2021 6:20,30
5-31-2021 6:24,26
5-31-2021 6:29,30
5-31-2021 6:35,32
5-31-2021 6:40,37
5-31-2021 6:45,35
5-31-2021 6:49,39
5-31-2021 6:54,34
5-31-2021 7:00,32
5-31-2021 7:05,41
5-31-2021 7:09,29
5-31-2021 7:14,43
5-31-2021 7:20,36
5-31-2021 7:25,37
5-31-2021 7:30,43
5-31-2021 7:34,46
5-31-2021 7:39,58
5-31-2021 7:45,53
5-31-2021 7:50,49
5-31-2021 7:54,40
5-31-2021 7:59,41
5-31-2021 8:05,42
5-31-2021 8:10,25
5-31-2021 8:15,53
5-31-2021 8:19,57
5-31-2021 8:24,42
5-31-2021 8:30,52
5-31-2021 8:35,56
5-31-2021 8:39,53
5-31-2021 8:44,43
5-31-2021 8:50,45
5-31-2021 8:55,53
5-31-2021 9:00,43
5-31-2021 9:04,59
5-31-2021 9:09,57
5-31-2021 9:15,20
5-31-2021 9:20,85
5-31-2021 9:24,59
5-31-2021 9:29,57
5-31-2021 9:35,61
5-31-2021 9:40,57
5-31-2021 9:45,65
5-31-2021 9:49,59
5-31-2021 9:54,55
5-31-2021 10:00,77
5-31-2021 10:05,69
5-31-2021 10:09,60
5-31-2021 10:14,68
5-31-2021 10:20,79
5-31-2021 10:25,67
5-31-2021 10:30,70
5-31-2021 10:34,65
5-31-2021 10:39,64
5-31-2021 10:45,74
5-31-2021 10:50,74
5-31-2021 10:54,67
5-31-2021 10:59,78
5-31-2021 11:05,59
5-31-2021 11:10,69
5-31-2021 11:15,67
5-31-2021 11:19,73
5-31-2021 11:24,66
5-31-2021 11:30,70
5-31-2021 11:35,70
5-31-2021 11:39,68
5-31-2021 11:44,71
5-31-2021 11:50,83
5-31-2021 11:55,61
5-31-2021 12:00,71
5-31-2021 12:04,79
5-31-2021 12:09,68
5-31-2021 12:15,75
5-31-2021 12:20,80
5-31-2021 12:24,68
5-31-2021 12:29,75
5-31-2021 12:35,78
5-31-2021 12:40,64
5-31-2021 12:45,75
5-31-2021 12:49,82
5-31-2021 12:54,68
5-31-2021 13:00,71
5-31-2021 13:05,76
5-31-2021 13:09,67
5-31-2021 13:14,71
5-31-2021 13:20,71
5-31-2021 13:25,67
5-31-2021 13:30,80
5-31-2021 13:34,76
5-31-2021 13:39,67
5-31-2021 13:45,75
5-31-2021 13:50,72
5-31-2021 13:54,62
5-31-2021 13:59,69
5-31-2021 14:05,80
5-31-2021 14:10,67
5-31-2021 14:15,72
5-31-2021 14:19,77
5-31-2021 14:24,66
5-31-2021 14:30,72
5-31-2021 14:35,75
5-31-2021 14:39,77
5-31-2021 14:44,68
5-31-2021 14:50,74
5-31-2021 14:55,76
5-31-2021 15:00,65
5-31-2021 15:04,75
5-31-2021 15:09,79
5-31-2021 15:15,69
5-31-2021 15:20,79
5-31-2021 15:24,78
5-31-2021 15:29,63
5-31-2021 15:35,75
5-31-2021 15:40,67
5-31-2021 15:45,72
5-31-2021 15:49,77
5-31-2021 15:54,73
5-31-2021 16:00,68
5-31-2021 16:05,74
5-31-2021 16:09,65
5-31-2021 16:14,62
5-31-2021 16:20,69
5-31-2021 16:25,77
5-31-2021 16:30,75
5-31-2021 16:34,68
5-31-2021 16:39,71
5-31-2021 16:45,71
5-31-2021 16:50,66
5-31-2021 16:54,69
5-31-2021 16:59,69
5-31-2021 17:05,70
5-31-2021 17:10,76
5-31-2021 17:15,76
5-31-2021 17:19,63
5-31-2021 17:24,82
5-31-2021 17:30,73
5-31-2021 17:35,68
5-31-2021 17:39,79
5-31-2021 17:44,77
5-31-2021 17:50,70
5-31-2021 17:55,80
5-31-2021 18:00,69
5-31-2021 18:04,66
5-31-2021 18:09,74
5-31-2021 18:15,42
5-31-2021 18:20,89
5-31-2021 18:24,53
5-31-2021 18:29,55
5-31-2021 18:35,68
5-31-2021 18:40,74
5-31-2021 18:45,68
5-31-2021 18:49,80
5-31-2021 18:54,74
5-31-2021 19:00,67
5-31-2021 19:05,78
5-31-2021 19:09,69
5-31-2021 19:14,66
5-31-2021 19:20,83
5-31-2021 19:25,78
5-31-2021 19:30,69
5-31-2021 19:34,75
5-31-2021 19:39,70
5-31-2021 19:45,67
5-31-2021 19:50,77
5-31-2021 19:54,76
5-31-2021 19:59,69
5-31-2021 20:05,66
5-31-2021 20:10,69
5-31-2021 20:15,76
5-31-2021 20:19,74
5-31-2021 20:24,62
5-31-2021 20:30,73
5-31-2021 20:35,74
5-31-2021 20:39,61
5-31-2021 20:44,70
5-31-2021 20:50,70
5-31-2021 20:55,65
5-31-2021 21:00,69
5-31-2021 21:04,67
5-31-2021 21:09,62
5-31-2021 21:15,70
5-31-2021 21:20,71
5-31-2021 21:24,61
5-31-2021 21:29,45
5-31-2021 21:35,76
5-31-2021 21:40,57
5-31-2021 21:45,59
5-31-2021 21:49,60
5-31-2021 21:54,55
5-31-2021 22:00,64
5-31-2021 22:05,63
5-31-2021 22:09,50
5-31-2021 22:14,55
5-31-2021 22:20,54
5-31-2021 22:25,48
5-31-2021 22:30,49
5-31-2021 22:34,53
5-31-2021 22:39,42
5-31-2021 22:45,53
5-31-2021 22:50,54
5-31-2021 22:54,42
5-31-2021 22:59,51
5-31-2021 23:05,48
5-31-2021 23:10,31
5-31-2021 23:15,40
5-31-2021 23:19,52
5-31-2021 23:24,32
5-31-2021 23:30,41
5-31-2021 23:35,49
5-31-2021 23:39,39
5-31-2021 23:44,46
5-31-2021 23:50,34
5-31-2021 23:55,31
6-1-2021 0:00,29
6-1-2021 0:04,15
6-1-2021 0:09,27
6-1-2021 0:15,32
6-1-2021 0:20,27
6-1-2021 0:24,26
6-1-2021 0:29,24
6-1-2021 0:35,21
6-1-2021 0:40,20
6-1-2021 0:45,16
6-1-2021 0:49,13
6-1-2021 0:54,17
6-1-2021 1:00,16
6-1-2021 1:05,23
6-1-2021 1:09,16
6-1-2021 1:14,13
6-1-2021 1:20,17
6-1-2021 1:25,14
6-1-2021 1:30,20
6-1-2021 1:34,15
6-1-2021 1:39,11
6-1-2021 1:45,13
6-1-2021 1:50,18
6-1-2021 1:54,13
6-1-2021 1:59,14
6-1-2021 2:05,17
6-1-2021 2:10,15
6-1-2021 2:15,13
6-1-2021 2:19,13
6-1-2021 2:24,12
6-1-2021 2:30,13
6-1-2021 2:35,13
6-1-2021 2:39,12
6-1-2021 2:44,13
6-1-2021 2:50,14
6-1-2021 2:55,13
6-1-2021 3:00,13
6-1-2021 3:04,15
6-1-2021 3:09,16
6-1-2021 3:15,14
6-1-2021 3:20,14
6-1-2021 3:24,15
6-1-2021 3:29,13
6-1-2021 3:35,13
6-1-2021 3:40,12
6-1-2021 3:45,17
6-1-2021 3:49,15
6-1-2021 3:54,17
6-1-2021 4:00,14
6-1-2021 4:05,18
6-1-2021 4:09,12
6-1-2021 4:14,14
6-1-2021 4:20,19
6-1-2021 4:25,17
6-1-2021 4:30,20
6-1-2021 4:34,31
6-1-2021 4:39,20
6-1-2021 4:45,25
6-1-2021 4:50,22
6-1-2021 4:54,21
6-1-2021 4:59,26
6-1-2021 5:05,22
6-1-2021 5:10,21
6-1-2021 5:15,25
6-1-2021 5:19,29
6-1-2021 5:24,34
6-1-2021 5:30,32
6-1-2021 5:35,34
6-1-2021 5:39,33
6-1-2021 5:44,47
6-1-2021 5:50,44
6-1-2021 5:55,33
6-1-2021 6:00,43
6-1-2021 6:04,60
6-1-2021 6:09,55
6-1-2021 6:15,57
6-1-2021 6:20,56
6-1-2021 6:24,53
6-1-2021 6:29,57
6-1-2021 6:35,67
6-1-2021 6:40,69
6-1-2021 6:45,74
6-1-2021 6:49,70
6-1-2021 6:54,41
6-1-2021 7:00,48
6-1-2021 7:05,41
6-1-2021 7:09,50
6-1-2021 7:14,71
6-1-2021 7:20,69
6-1-2021 7:25,83
6-1-2021 7:30,95
6-1-2021 7:34,71
6-1-2021 7:39,53
6-1-2021 7:45,85
6-1-2021 7:50,55
6-1-2021 7:54,49
6-1-2021 7:59,93
6-1-2021 8:05,69
6-1-2021 8:10,75
6-1-2021 8:15,60
6-1-2021 8:19,66
6-1-2021 8:24,63
6-1-2021 8:30,88
6-1-2021 8:35,86
6-1-2021 8:39,69
6-1-2021 8:44,84
6-1-2021 8:50,64
6-1-2021 8:55,81
6-1-2021 9:00,71
6-1-2021 9:04,69
6-1-2021 9:09,68
6-1-2021 9:15,47
6-1-2021 9:20,65
6-1-2021 9:24,66
6-1-2021 9:29,78
6-1-2021 9:35,74
6-1-2021 9:40,64
6-1-2021 9:45,76
6-1-2021 9:49,79
6-1-2021 9:54,66
6-1-2021 10:00,59
6-1-2021 10:05,74
6-1-2021 10:09,62
6-1-2021 10:14,67
6-1-2021 10:20,71
6-1-2021 10:25,64
6-1-2021 10:30,67
6-1-2021 10:34,69
6-1-2021 10:39,56
6-1-2021 10:45,73
6-1-2021 10:50,75
6-1-2021 10:54,68
6-1-2021 10:59,65
6-1-2021 11:05,64
6-1-2021 11:10,62
6-1-2021 11:15,68
6-1-2021 11:19,73
6-1-2021 11:24,59
6-1-2021 11:30,65
6-1-2021 11:35,72
6-1-2021 11:39,65
6-1-2021 11:44,68
6-1-2021 11:50,83
6-1-2021 11:55,64
6-1-2021 12:00,70
6-1-2021 12:04,79
6-1-2021 12:09,60
6-1-2021 12:15,69
6-1-2021 12:20,75
6-1-2021 12:24,63
6-1-2021 12:29,66
6-1-2021 12:35,74
6-1-2021 12:40,65
6-1-2021 12:45,70
6-1-2021 12:49,76
6-1-2021 12:54,65
6-1-2021 13:00,69
6-1-2021 13:05,74
6-1-2021 13:09,64
6-1-2021 13:14,72
6-1-2021 13:20,70
6-1-2021 13:25,59
6-1-2021 13:30,64
6-1-2021 13:34,81
6-1-2021 13:39,62
6-1-2021 13:45,69
6-1-2021 13:50,74
6-1-2021 13:54,62
6-1-2021 13:59,72
6-1-2021 14:05,72
6-1-2021 14:10,64
6-1-2021 14:15,69
6-1-2021 14:19,76
6-1-2021 14:24,69
6-1-2021 14:30,69
6-1-2021 14:35,71
6-1-2021 14:39,76
6-1-2021 14:44,59
6-1-2021 14:50,51
6-1-2021 14:55,52
6-1-2021 15:00,56
6-1-2021 15:04,64
6-1-2021 15:09,71
6-1-2021 15:15,76
6-1-2021 15:20,76
6-1-2021 15:24,71
6-1-2021 15:29,64
6-1-2021 15:35,75
6-1-2021 15:40,73
6-1-2021 15:45,67
6-1-2021 15:49,75
6-1-2021 15:54,72
6-1-2021 16:00,67
6-1-2021 16:05,76
6-1-2021 16:09,72
6-1-2021 16:14,62
6-1-2021 16:20,122
6-1-2021 16:25,66
6-1-2021 16:30,65
6-1-2021 16:34,66
6-1-2021 16:39,69
6-1-2021 16:45,69
6-1-2021 16:50,68
6-1-2021 16:54,66
6-1-2021 16:59,69
6-1-2021 17:05,78
6-1-2021 17:10,69
6-1-2021 17:15,60
6-1-2021 17:19,69
6-1-2021 17:24,67
6-1-2021 17:30,65
6-1-2021 17:35,74
6-1-2021 17:39,74
6-1-2021 17:44,63
6-1-2021 17:50,75
6-1-2021 17:55,68
6-1-2021 18:00,65
6-1-2021 18:04,70
6-1-2021 18:09,69
6-1-2021 18:15,55
6-1-2021 18:20,76
6-1-2021 18:24,66
6-1-2021 18:29,69
6-1-2021 18:35,71
6-1-2021 18:40,67
6-1-2021 18:45,69
6-1-2021 18:49,72
6-1-2021 18:54,76
6-1-2021 19:00,59
6-1-2021 19:05,72
6-1-2021 19:09,72
6-1-2021 19:14,65
6-1-2021 19:20,75
6-1-2021 19:25,75
6-1-2021 19:30,62
6-1-2021 19:34,73
6-1-2021 19:39,76
6-1-2021 19:45,62
6-1-2021 19:50,53
6-1-2021 19:54,75
6-1-2021 19:59,66
6-1-2021 20:05,63
6-1-2021 20:10,62
6-1-2021 20:15,68
6-1-2021 20:19,66
6-1-2021 20:24,59
6-1-2021 20:30,62
6-1-2021 20:35,54
6-1-2021 20:39,57
6-1-2021 20:44,57
6-1-2021 20:50,55
6-1-2021 20:55,49
6-1-2021 21:00,64
6-1-2021 21:04,65
6-1-2021 21:09,69
6-1-2021 21:15,69
6-1-2021 21:20,61
6-1-2021 21:24,57
6-1-2021 21:29,57
6-1-2021 21:35,58
6-1-2021 21:40,52
6-1-2021 21:45,56
6-1-2021 21:49,65
6-1-2021 21:54,55
6-1-2021 22:00,62
6-1-2021 22:05,44
6-1-2021 22:09,58
6-1-2021 22:14,48
6-1-2021 22:20,57
6-1-2021 22:25,58
6-1-2021 22:30,39
6-1-2021 22:34,49
6-1-2021 22:39,35
6-1-2021 22:45,51
6-1-2021 22:50,38
6-1-2021 22:54,38
6-1-2021 22:59,46
6-1-2021 23:05,51
6-1-2021 23:10,44
6-1-2021 23:15,41
6-1-2021 23:19,37
6-1-2021 23:24,34
6-1-2021 23:30,51
6-1-2021 23:35,49
6-1-2021 23:39,38
6-1-2021 23:44,47
6-1-2021 23:50,38
6-1-2021 23:55,24
6-2-2021 0:00,34
6-2-2021 0:04,33
6-2-2021 0:09,30
6-2-2021 0:15,24
6-2-2021 0:20,34
6-2-2021 0:24,14
6-2-2021 0:29,31
6-2-2021 0:35,27
6-2-2021 0:40,20
6-2-2021 0:45,18
6-2-2021 0:49,17
6-2-2021 0:54,23
6-2-2021 0:00,34
6-2-2021 0:04,33
6-2-2021 0:09,30
6-2-2021 0:15,24
6-2-2021 0:20,34
6-2-2021 0:24,14
6-2-2021 0:29,31
6-2-2021 0:35,27
6-2-2021 0:40,20
6-2-2021 0:45,18
6-2-2021 0:49,17
6-2-2021 0:54,23
6-2-2021 1:00,21
6-2-2021 1:05,19
6-2-2021 1:09,11
6-2-2021 1:14,20
6-2-2021 1:20,15
6-2-2021 1:25,12
6-2-2021 1:30,24
6-2-2021 1:34,14
6-2-2021 1:39,17
6-2-2021 1:45,18
6-2-2021 1:50,14
6-2-2021 1:54,12
6-2-2021 1:59,19
6-2-2021 2:05,17
6-2-2021 2:10,11
6-2-2021 2:15,13
6-2-2021 2:19,16
6-2-2021 2:24,12
6-2-2021 2:30,9
6-2-2021 2:35,13
6-2-2021 2:39,13
6-2-2021 2:44,11
6-2-2021 2:50,13
6-2-2021 2:55,10
6-2-2021 3:00,14
6-2-2021 3:04,12
6-2-2021 3:09,11
6-2-2021 3:15,13
6-2-2021 3:20,15
6-2-2021 3:24,14
6-2-2021 3:29,15
6-2-2021 3:35,13
6-2-2021 3:40,12
6-2-2021 3:45,18
6-2-2021 3:49,15
6-2-2021 3:54,14
6-2-2021 4:00,11
6-2-2021 4:05,16
6-2-2021 4:09,15
6-2-2021 4:14,16
6-2-2021 4:20,17
6-2-2021 4:25,20
6-2-2021 4:30,21
6-2-2021 4:34,20
6-2-2021 4:39,21
6-2-2021 4:45,25
6-2-2021 4:50,20
6-2-2021 4:54,20
6-2-2021 4:59,25
6-2-2021 5:05,25
6-2-2021 5:10,27
6-2-2021 5:15,38
6-2-2021 5:19,29
6-2-2021 5:24,27
6-2-2021 5:30,40
6-2-2021 5:35,38
6-2-2021 5:39,37
6-2-2021 5:44,37
6-2-2021 5:50,42
6-2-2021 5:55,30
6-2-2021 6:00,41
6-2-2021 6:04,48
6-2-2021 6:09,46
6-2-2021 6:15,57
6-2-2021 6:20,44
6-2-2021 6:24,55
6-2-2021 6:29,58
6-2-2021 6:35,56
6-2-2021 6:40,72
6-2-2021 6:45,74
6-2-2021 6:49,62
6-2-2021 6:54,62
6-2-2021 7:00,63
6-2-2021 7:05,63
6-2-2021 7:09,63
6-2-2021 7:14,87
6-2-2021 7:20,69
6-2-2021 7:25,80
6-2-2021 7:30,73
6-2-2021 7:34,69
6-2-2021 7:39,83
6-2-2021 7:45,83
6-2-2021 7:50,66
6-2-2021 7:54,88
6-2-2021 7:59,64
6-2-2021 8:05,64
6-2-2021 8:10,70
6-2-2021 8:15,81
6-2-2021 8:19,67
6-2-2021 8:24,82
6-2-2021 8:30,80
6-2-2021 8:35,66
6-2-2021 8:39,76
6-2-2021 8:44,77
6-2-2021 8:50,70
6-2-2021 8:55,76
6-2-2021 9:00,75
6-2-2021 9:04,62
6-2-2021 9:09,80
6-2-2021 9:15,76
6-2-2021 9:20,64
6-2-2021 9:24,75
6-2-2021 9:29,76
6-2-2021 9:35,63
6-2-2021 9:40,73
6-2-2021 9:45,75
6-2-2021 9:49,70
6-2-2021 9:54,68
6-2-2021 10:00,65
6-2-2021 10:05,65
6-2-2021 10:09,72
6-2-2021 10:14,75
6-2-2021 10:20,59
6-2-2021 10:25,68
6-2-2021 10:30,69
6-2-2021 10:34,62
6-2-2021 10:39,68
6-2-2021 10:45,69
6-2-2021 10:50,64
6-2-2021 10:54,72
6-2-2021 10:59,64
6-2-2021 11:05,52
6-2-2021 11:10,45
6-2-2021 11:15,55
6-2-2021 11:19,69
6-2-2021 11:24,58
6-2-2021 11:30,65
6-2-2021 11:35,78
6-2-2021 11:39,65
6-2-2021 11:44,69
6-2-2021 11:50,69
6-2-2021 11:55,64
6-2-2021 12:00,72
6-2-2021 12:04,75
6-2-2021 12:09,65
6-2-2021 12:15,76
6-2-2021 12:20,73
6-2-2021 12:24,62
6-2-2021 12:29,70
6-2-2021 12:35,72
6-2-2021 12:40,66
6-2-2021 12:45,69
6-2-2021 12:49,76
6-2-2021 12:54,65
6-2-2021 13:00,68
6-2-2021 13:05,76
6-2-2021 13:09,61
6-2-2021 13:14,69
6-2-2021 13:20,71
6-2-2021 13:25,58
6-2-2021 13:30,69
6-2-2021 13:34,69
6-2-2021 13:39,65
6-2-2021 13:45,72
6-2-2021 13:50,71
6-2-2021 13:54,65
6-2-2021 13:59,71
6-2-2021 14:05,74
6-2-2021 14:10,63
6-2-2021 14:15,76
6-2-2021 14:19,72
6-2-2021 14:24,60
6-2-2021 14:30,74
6-2-2021 14:35,75
6-2-2021 14:39,75
6-2-2021 14:44,79
6-2-2021 14:50,68
6-2-2021 14:55,68
6-2-2021 15:00,69
6-2-2021 15:04,77
6-2-2021 15:09,60
6-2-2021 15:15,69
6-2-2021 15:20,73
6-2-2021 15:24,64
6-2-2021 15:29,75
6-2-2021 15:35,74
6-2-2021 15:40,66
6-2-2021 15:45,57
6-2-2021 15:49,64
6-2-2021 15:54,64
6-2-2021 16:00,52
6-2-2021 16:05,62
6-2-2021 16:09,60
6-2-2021 16:14,69
6-2-2021 16:20,74
6-2-2021 16:25,48
6-2-2021 16:30,69
6-2-2021 16:34,75
6-2-2021 16:39,67
6-2-2021 16:45,70
6-2-2021 16:50,76
6-2-2021 16:54,62
6-2-2021 16:59,68
6-2-2021 17:05,73
6-2-2021 17:10,63
6-2-2021 17:15,73
6-2-2021 17:19,77
6-2-2021 17:24,64
6-2-2021 17:30,69
6-2-2021 17:35,70
6-2-2021 17:39,66
6-2-2021 17:44,68
6-2-2021 17:50,75
6-2-2021 17:55,67
6-2-2021 18:00,69
6-2-2021 18:04,83
6-2-2021 18:09,60
6-2-2021 18:15,73
6-2-2021 18:20,65
6-2-2021 18:24,58
6-2-2021 18:29,62
6-2-2021 18:35,69
6-2-2021 18:40,67
6-2-2021 18:45,66
6-2-2021 18:49,65
6-2-2021 18:54,69
6-2-2021 19:00,61
6-2-2021 19:05,76
6-2-2021 19:09,76
6-2-2021 19:14,65
6-2-2021 19:20,74
6-2-2021 19:25,73
6-2-2021 19:30,65
6-2-2021 19:34,78
6-2-2021 19:39,76
6-2-2021 19:45,62
6-2-2021 19:50,69
6-2-2021 19:54,78
6-2-2021 19:59,63
6-2-2021 20:05,69
6-2-2021 20:10,64
6-2-2021 20:15,73
6-2-2021 20:19,76
6-2-2021 20:24,62
6-2-2021 20:30,77
6-2-2021 20:35,72
6-2-2021 20:39,59
6-2-2021 20:44,69
6-2-2021 20:50,62
6-2-2021 20:55,55
6-2-2021 21:00,73
6-2-2021 21:04,80
6-2-2021 21:09,64
6-2-2021 21:15,100
6-2-2021 21:20,37
6-2-2021 21:24,36
6-2-2021 21:29,35
6-2-2021 21:35,34
6-2-2021 21:40,34
6-2-2021 21:45,33
6-2-2021 21:49,32
6-2-2021 21:54,52
6-2-2021 22:00,65
6-2-2021 22:05,55
6-2-2021 22:09,55
6-2-2021 22:14,61
6-2-2021 22:20,48
6-2-2021 22:25,46
6-2-2021 22:30,55
6-2-2021 22:34,47
6-2-2021 22:39,53
6-2-2021 22:45,59
6-2-2021 22:50,46
6-2-2021 22:54,39
6-2-2021 22:59,46
6-2-2021 23:05,36
6-2-2021 23:10,50
6-2-2021 23:15,48
6-2-2021 23:19,40
6-2-2021 23:24,40
6-2-2021 23:30,54
6-2-2021 23:35,45
6-2-2021 23:39,52
6-2-2021 23:44,46
6-2-2021 23:50,41
6-2-2021 23:55,27
6-3-2021 0:00,39
6-3-2021 0:04,32
6-3-2021 0:09,33
6-3-2021 0:15,26
6-3-2021 0:20,28
6-3-2021 0:24,23
6-3-2021 0:29,37
6-3-2021 0:35,27
6-3-2021 0:40,25
6-3-2021 0:45,23
6-3-2021 0:49,22
6-3-2021 0:54,22
6-3-2021 1:00,18
6-3-2021 1:05,20
6-3-2021 1:09,20
6-3-2021 1:14,20
6-3-2021 1:20,20
6-3-2021 1:25,16
6-3-2021 1:30,22
6-3-2021 1:34,21
6-3-2021 1:39,18
6-3-2021 1:45,13
6-3-2021 1:50,13
6-3-2021 1:54,17
6-3-2021 1:59,15
6-3-2021 2:05,15
6-3-2021 2:10,20
6-3-2021 2:15,20
6-3-2021 2:19,13
6-3-2021 2:24,13
6-3-2021 2:30,18
6-3-2021 2:35,17
6-3-2021 2:39,13
6-3-2021 2:44,14
6-3-2021 2:50,13
6-3-2021 2:55,13
6-3-2021 3:00,14
6-3-2021 3:04,14
6-3-2021 3:09,16
6-3-2021 3:15,15
6-3-2021 3:20,12
6-3-2021 3:24,16
6-3-2021 3:29,13
6-3-2021 3:35,13
6-3-2021 3:40,13
6-3-2021 3:45,14
6-3-2021 3:49,17
6-3-2021 3:54,12
6-3-2021 4:00,13
6-3-2021 4:05,16
6-3-2021 4:09,14
6-3-2021 4:14,13
6-3-2021 4:20,13
6-3-2021 4:25,19
6-3-2021 4:30,19
6-3-2021 4:34,23
6-3-2021 4:39,27
6-3-2021 4:45,25
6-3-2021 4:50,21
6-3-2021 4:54,23
6-3-2021 4:59,27
6-3-2021 5:05,22
6-3-2021 5:10,29
6-3-2021 5:15,29
6-3-2021 5:19,30
6-3-2021 5:24,34
6-3-2021 5:30,31
6-3-2021 5:35,41
6-3-2021 5:39,44
6-3-2021 5:44,49
6-3-2021 5:50,48
6-3-2021 5:55,43
6-3-2021 6:00,41
6-3-2021 6:04,51
6-3-2021 6:09,53
6-3-2021 6:15,49
6-3-2021 6:20,60
6-3-2021 6:24,62
6-3-2021 6:29,71
6-3-2021 6:35,56
6-3-2021 6:40,65
6-3-2021 6:45,78
6-3-2021 6:49,56
6-3-2021 6:54,67
6-3-2021 7:00,58
6-3-2021 7:05,55
6-3-2021 7:09,78
6-3-2021 7:14,83
6-3-2021 7:20,70
6-3-2021 7:25,75
6-3-2021 7:30,86
6-3-2021 7:34,71
6-3-2021 7:39,82
6-3-2021 7:45,86
6-3-2021 7:50,72
6-3-2021 7:54,76
6-3-2021 7:59,78
6-3-2021 8:05,65
6-3-2021 8:10,75
6-3-2021 8:15,85
6-3-2021 8:19,69
6-3-2021 8:24,79
6-3-2021 8:30,71
6-3-2021 8:35,72
6-3-2021 8:39,76
6-3-2021 8:44,84
6-3-2021 8:50,68
6-3-2021 8:55,77
6-3-2021 9:00,55
6-3-2021 9:04,8
6-3-2021 9:09,8
6-3-2021 9:15,8
6-3-2021 9:20,8
6-3-2021 9:24,47
6-3-2021 9:29,77
6-3-2021 9:35,70
6-3-2021 9:40,70
6-3-2021 9:45,68
6-3-2021 9:49,61
6-3-2021 9:54,71
6-3-2021 10:00,72
6-3-2021 10:05,69
6-3-2021 10:09,66
6-3-2021 10:14,82
6-3-2021 10:20,68
6-3-2021 10:25,69
6-3-2021 10:30,75
6-3-2021 10:34,66
6-3-2021 10:39,64
6-3-2021 10:45,80
6-3-2021 10:50,57
6-3-2021 10:54,58
6-3-2021 10:59,79
6-3-2021 11:05,52
6-3-2021 11:10,57
6-3-2021 11:15,69
6-3-2021 11:19,79
6-3-2021 11:24,68
6-3-2021 11:30,69
6-3-2021 11:35,79
6-3-2021 11:39,69
6-3-2021 11:44,70
6-3-2021 11:50,77
6-3-2021 11:55,63
6-3-2021 12:00,74
6-3-2021 12:04,76
6-3-2021 12:09,65
6-3-2021 12:15,69
6-3-2021 12:20,76
6-3-2021 12:24,74
6-3-2021 12:29,77
6-3-2021 12:35,66
6-3-2021 12:40,72
6-3-2021 12:45,82
6-3-2021 12:49,63
6-3-2021 12:54,66
6-3-2021 13:00,78
6-3-2021 13:05,66
6-3-2021 13:09,62
6-3-2021 13:14,56
6-3-2021 13:20,58
6-3-2021 13:25,63
6-3-2021 13:30,68
6-3-2021 13:34,55
6-3-2021 13:39,48
6-3-2021 13:45,28
6-3-2021 13:50,54
6-3-2021 13:54,48
6-3-2021 13:59,78
6-3-2021 14:05,60
6-3-2021 14:10,65
6-3-2021 14:15,62
6-3-2021 14:19,29
6-3-2021 14:24,53
6-3-2021 14:30,73
6-3-2021 14:35,76
6-3-2021 14:39,64
6-3-2021 14:44,68
6-3-2021 14:50,75
6-3-2021 14:55,61
6-3-2021 15:00,69
6-3-2021 15:04,76
6-3-2021 15:09,62
6-3-2021 15:15,66
6-3-2021 15:20,82
6-3-2021 15:24,63
6-3-2021 15:29,70
6-3-2021 15:35,75
6-3-2021 15:40,64
6-3-2021 15:45,69
6-3-2021 15:49,79
6-3-2021 15:54,66
6-3-2021 16:00,69
6-3-2021 16:05,78
6-3-2021 16:09,62
6-3-2021 16:14,76
6-3-2021 16:20,69
6-3-2021 16:25,62
6-3-2021 16:30,68
6-3-2021 16:34,70
6-3-2021 16:39,69
6-3-2021 16:45,69
6-3-2021 16:50,71
6-3-2021 16:54,81
6-3-2021 16:59,69
6-3-2021 17:05,78
6-3-2021 17:10,65
6-3-2021 17:15,62
6-3-2021 17:19,78
6-3-2021 17:24,63
6-3-2021 17:30,72
6-3-2021 17:35,78
6-3-2021 17:39,64
6-3-2021 17:44,68
6-3-2021 17:50,76
6-3-2021 17:55,69
6-3-2021 18:00,69
